"","unique.ger_fem...1.."
"1233","Christianisierung"
"1234","Christin"
"1235","Christlichkeit"
"1236","Chrysantheme"
"1237","Dachrinne"
"1238","Daemmerung"
"1239","Daemmung"
"1240","Dame"
"1241","Danksagung"
"1242","Darbietung"
"1243","Darstellung"
"1244","Darstellungsform"
"1245","Datenbank"
"1246","Dateneingabe"
"1247","Datenverarbeitung"
"1248","Datierung"
"1249","Dattelpalme"
"1250","Dauer"
"1251","Daune"
"1252","Deduktion"
"1253","Defensive"
"1254","Definition"
"1255","Deflation"
"1256","Deformation"
"1257","Degeneration"
"1258","Dehnung"
"1259","Deichsel"
"1260","Dekade"
"1261","Deklamation"
"1262","Deklaration"
"1263","Dekoration"
"1264","Delegation"
"1265","Delegierung"
"1266","Delle"
"1267","Demarkation"
"1268","Demaskierung"
"1269","Demilitarisierung"
"1270","Demokratie"
"1271","Demonstration"
"1272","Demut"
"1273","Denkart"
"1274","Denkform"
"1275","Denkweise"
"1276","Denunziation"
"1277","Depesche"
"1278","Deportation"
"1279","Derbheit"
"1280","Desertion"
"1281","Desillusion"
"1282","Desinfektion"
"1283","Desorganisation"
"1284","Destillation"
"1285","Destruktion"
"1286","Determinante"
"1287","Determination"
"1288","Detonation"
"1289","Deutlichkeit"
"1290","Deutung"
"1291","Deviation"
"1292","Dezentralisierung"
"1293","Diaet"
"1294","Diagnostik"
"1295","Diakonie"
"1296","Dichte"
"1297","Dichtheit"
"1298","Dichtkunst"
"1299","Dichtung"
"1300","Dichtungsart"
"1301","Diele"
"1302","Dienerschaft"
"1303","Dienstbesprechung"
"1304","Dienstleistung"
"1305","Dienstreise"
"1306","Dienststelle"
"1307","Dienstunfaehigkeit"
"1308","Dienstvorschrift"
"1309","Dienstwohnung"
"1310","Dienstzeit"
"1311","Diesellokomotive"
"1312","Diesseitigkeit"
"1313","Diffamierung"
"1314","Differenz"
"1315","Differenzierung"
"1316","Diffusion"
"1317","Dimensionierung"
"1318","Direktion"
"1319","Dirne"
"1320","Disharmonie"
"1321","Diskontinuitaet"
"1322","Diskrepanz"
"1323","Diskriminierung"
"1324","Diskussion"
"1325","Disposition"
"1326","Disproportion"
"1327","Disqualifikation"
"1328","Dissertation"
"1329","Dissonanz"
"1330","Distanzierung"
"1331","Distel"
"1332","Distribution"
"1333","Diversifikation"
"1334","Dividende"
"1335","Dogge"
"1336","Dogmatik"
"1337","Dokumentation"
"1338","Dominante"
"1339","Dominanz"
"1340","Doppelheit"
"1341","Doppeltuer"
"1342","Doppelung"
"1343","Dorfstrasse"
"1344","Dose"
"1345","Dosis"
"1346","Drahtzange"
"1347","Dramatik"
"1348","Drangsal"
"1349","Drehachse"
"1350","Drehbank"
"1351","Drehbuehne"
"1352","Drehung"
"1353","Drei"
"1354","Dreifaltigkeit"
"1355","Dreingabe"
"1356","Dressur"
"1357","Drift"
"1358","Dringlichkeit"
"1359","Drohung"
"1360","Drolligkeit"
"1361","Droschke"
"1362","Drossel"
"1363","Drosselung"
"1364","Druckindustrie"
"1365","Druese"
"1366","Druse"
"1367","Duene"
"1368","Duenung"
"1369","Duerftigkeit"
"1370","Duerre"
"1371","Duese"
"1372","Duesterkeit"
"1373","Duftnote"
"1374","Dummheit"
"1375","Dumpfheit"
"1376","Dunkelheit"
"1377","Dunkelkammer"
"1378","Dunstwolke"
"1379","Durchfahrt"
"1380","Durchfahrtsstrasse"
"1381","Durchforstung"
"1382","Durchfuhr"
"1383","Durchgangsstrasse"
"1384","Durchlaessigkeit"
"1385","Durchleuchtung"
"1386","Durchquerung"
"1387","Durchreise"
"1388","Durchsage"
"1389","Durchschnittsgeschwindigkeit"
"1390","Durchschnittsleistung"
"1391","Durchschrift"
"1392","Durchsetzung"
"1393","Durchsicht"
"1394","Durchsichtigkeit"
"1395","Durchsuchung"
"1396","Dynamik"
"1397","Dynamisierung"
"1398","Ebbe"
"1399","Ebenbuertigkeit"
"1400","Ebene"
"1401","Ebenmaessigkeit"
"1402","Eberesche"
"1403","Echse"
"1404","Echtheit"
"1405","Edelkastanie"
"1406","Effektivitaet"
"1407","Effizienz"
"1408","Egge"
"1409","Egozentrik"
"1410","Ehe"
"1411","Eheberatung"
"1412","Ehescheidung"
"1413","Ehrbarkeit"
"1414","Ehre"
"1415","Ehrenbezeigung"
"1416","Ehrensache"
"1417","Ehrerbietung"
"1418","Ehrfurcht"
"1419","Ehrlichkeit"
"1420","Ehrung"
"1421","Eibe"
"1422","Eiche"
"1423","Eichel"
"1424","Eidechse"
"1425","Eider"
"1426","Eidgenossenschaft"
"1427","Eierschale"
"1428","Eifersucht"
"1429","Eifersuechtelei"
"1430","Eigenart"
"1431","Eigenbroetelei"
"1432","Eigennuetzigkeit"
"1433","Eigenschaft"
"1434","Eigensinnigkeit"
"1435","Eigentuemlichkeit"
"1436","Eigenwilligkeit"
"1437","Eignung"
"1438","Eile"
"1439","Einaescherung"
"1440","Einbahnstrasse"
"1441","Einberufung"
"1442","Einbeziehung"
"1443","Einbildung"
"1444","Einbildungskraft"
"1445","Einbringung"
"1446","Eindaemmung"
"1447","Eindeutigkeit"
"1448","Eindringlichkeit"
"1449","Einengung"
"1450","Einfachheit"
"1451","Einfahrt"
"1452","Einfalt"
"1453","Einfassung"
"1454","Einfoermigkeit"
"1455","Einfriedung"
"1456","Einfuegung"
"1457","Einfuehrung"
"1458","Einfuhr"
"1459","Eingabe"
"1460","Eingebung"
"1461","Eingliederung"
"1462","Einhaltung"
"1463","Einheit"
"1464","Einheitlichkeit"
"1465","Einholung"
"1466","Einigkeit"
"1467","Einigung"
"1468","Einkehr"
"1469","Einkuenfte"
"1470","Einladung"
"1471","Einlage"
"1472","Einlagerung"
"1473","Einlegung"
"1474","Einlieferung"
"1475","Einmaligkeit"
"1476","Einmischung"
"1477","Einmuetigkeit"
"1478","Einnahme"
"1479","Einoede"
"1480","Einordnung"
"1481","Einquartierung"
"1482","Einreihung"
"1483","Einreise"
"1484","Einrichtung"
"1485","Eins"
"1486","Einsaat"
"1487","Einsamkeit"
"1488","Einschaetzung"
"1489","Einschaltung"
"1490","Einschliessung"
"1491","Einschraenkung"
"1492","Einschuechterung"
"1493","Einschulung"
"1494","Einsegnung"
"1495","Einseitigkeit"
"1496","Einsendung"
"1497","Einsenkung"
"1498","Einsetzung"
"1499","Einsicht"
"1500","Einsichtnahme"
"1501","Einsiedelei"
"1502","Einsilbigkeit"
"1503","Einsparung"
"1504","Einspritzung"
"1505","Einstellung"
"1506","Einstimmigkeit"
"1507","Einstimmung"
"1508","Einstudierung"
"1509","Einstufung"
"1510","Eintagsfliege"
"1511","Einteilung"
"1512","Eintoenigkeit"
"1513","Eintracht"
"1514","Eintragung"
"1515","Einverleibung"
"1516","Einwanderung"
"1517","Einweihung"
"1518","Einweisung"
"1519","Einwendung"
"1520","Einwilligung"
"1521","Einwirkung"
"1522","Einwohnerschaft"
"1523","Einzaeunung"
"1524","Einzahlung"
"1525","Einzelheit"
"1526","Einziehung"
"1527","Einzigartigkeit"
"1528","Einzigkeit"
"1529","Eisdiele"
"1530","Eisenbahn"
"1531","Eisenhuette"
"1532","Eisenindustrie"
"1533","Eisenzeit"
"1534","Eiseskaelte"
"1535","Eisscholle"
"1536","Eiszeit"
"1537","Eitelkeit"
"1538","Eiterbeule"
"1539","Eizelle"
"1540","Elastizitaet"
"1541","Eleganz"
"1542","Elektrik"
"1543","Elektrizitaet"
"1544","Elektrode"
"1545","Elektroindustrie"
"1546","Elektrolyse"
"1547","Elektronik"
"1548","Elektrotechnik"
"1549","Elf"
"1550","Elimination"
"1551","Elle"
"1552","Eloquenz"
"1553","Elster"
"1554","Elternschaft"
"1555","Emaille"
"1556","Emanation"
"1557","Emanzipation"
"1558","Embryologie"
"1559","Eminenz"
"1560","Emission"
"1561","Empfaengnis"
"1562","Empfehlung"
"1563","Empfindlichkeit"
"1564","Empfindsamkeit"
"1565","Empfindung"
"1566","Empfindungslosigkeit"
"1567","Empoerung"
"1568","Emsigkeit"
"1569","Endgueltigkeit"
"1570","Endlichkeit"
"1571","Endphase"
"1572","Endrunde"
"1573","Endstation"
"1574","Endsumme"
"1575","Energetik"
"1576","Energie"
"1577","Enge"
"1578","Engigkeit"
"1579","Engstirnigkeit"
"1580","Enkelin"
"1581","Enklave"
"1582","Ente"
"1583","Enteignung"
"1584","Entente"
"1585","Enterung"
"1586","Entfaltung"
"1587","Entfernung"
"1588","Entfesselung"
"1589","Entfremdung"
"1590","Entfuehrung"
"1591","Entgegnung"
"1592","Entgiftung"
"1593","Enthaltsamkeit"
"1594","Enthaltung"
"1595","Enthebung"
"1596","Entheiligung"
"1597","Enthuellung"
"1598","Entkraeftung"
"1599","Entkrampfung"
"1600","Entladung"
"1601","Entlarvung"
"1602","Entlassung"
"1603","Entlastung"
"1604","Entleerung"
"1605","Entmachtung"
"1606","Entmutigung"
"1607","Entnahme"
"1608","Entruestung"
"1609","Entsagung"
"1610","Entschaedigung"
"1611","Entschaerfung"
"1612","Entscheidung"
"1613","Entschiedenheit"
"1614","Entschleierung"
"1615","Entschliessung"
"1616","Entschlossenheit"
"1617","Entschlusskraft"
"1618","Entschlusslosigkeit"
"1619","Entschuldigung"
"1620","Entsendung"
"1621","Entsetzlichkeit"
"1622","Entsiegelung"
"1623","Entspannung"
"1624","Entspannungspolitik"
"1625","Entsprechung"
"1626","Entstalinisierung"
"1627","Entstehung"
"1628","Entstehungsgeschichte"
"1629","Entstellung"
"1630","Enttaeuschung"
"1631","Enttruemmerung"
"1632","Entwaesserung"
"1633","Entwaffnung"
"1634","Entwarnung"
"1635","Entweihung"
"1636","Entwendung"
"1637","Entwertung"
"1638","Entwicklung"
"1639","Entwicklungstendenz"
"1640","Entwoehnung"
"1641","Entwuerdigung"
"1642","Entwurzelung"
"1643","Entziehung"
"1644","Entziehungskur"
"1645","Entzifferung"
"1646","Entzuendung"
"1647","Entzweiung"
"1648","Epoche"
"1649","Erarbeitung"
"1650","Erbarmungslosigkeit"
"1651","Erbauung"
"1652","Erbin"
"1653","Erbitterung"
"1654","Erbkrankheit"
"1655","Erblindung"
"1656","Erbmasse"
"1657","Erbpacht"
"1658","Erbschaft"
"1659","Erbschaftssteuer"
"1660","Erbse"
"1661","Erbsensuppe"
"1662","Erdachse"
"1663","Erdbeere"
"1664","Erde"
"1665","Erdkunde"
"1666","Erdung"
"1667","Ereiferung"
"1668","Eremitage"
"1669","Erfahrung"
"1670","Erfassung"
"1671","Erfindung"
"1672","Erfindungskraft"
"1673","Erfolglosigkeit"
"1674","Erforschung"
"1675","Erfrierung"
"1676","Erfrischung"
"1677","Erfuellung"
"1678","Ergaenzung"
"1679","Ergebenheit"
"1680","Ergebung"
"1681","Ergreifung"
"1682","Ergriffenheit"
"1683","Ergruendung"
"1684","Erhabenheit"
"1685","Erhaltung"
"1686","Erhebung"
"1687","Erheiterung"
"1688","Erhitzung"
"1689","Erhoehung"
"1690","Erholung"
"1691","Erholungsreise"
"1692","Erinnerung"
"1693","Erkaeltung"
"1694","Erkennbarkeit"
"1695","Erkenntlichkeit"
"1696","Erkenntnis"
"1697","Erkenntnistheorie"
"1698","Erkennung"
"1699","Erklaerung"
"1700","Erkrankung"
"1701","Erkundigung"
"1702","Erkundung"
"1703","Erlaeuterung"
"1704","Erlahmung"
"1705","Erlangung"
"1706","Erlaubnis"
"1707","Erle"
"1708","Erlebnisfaehigkeit"
"1709","Erledigung"
"1710","Erlegung"
"1711","Erleichterung"
"1712","Erlernung"
"1713","Erleuchtung"
"1714","Erloesung"
"1715","Ermaechtigung"
"1716","Ermaessigung"
"1717","Ermahnung"
"1718","Ermangelung"
"1719","Ermattung"
"1720","Ermessensfrage"
"1721","Ermitage"
"1722","Ermittlung"
"1723","Ermoeglichung"
"1724","Ermordung"
"1725","Ermuedung"
"1726","Ermuedungserscheinung"
"1727","Ermunterung"
"1728","Ermutigung"
"1729","Ernaehrung"
"1730","Ernennung"
"1731","Erneuerung"
"1732","Erniedrigung"
"1733","Ernsthaftigkeit"
"1734","Ernte"
"1735","Ernuechterung"
"1736","Eroberung"
"1737","Eroeffnung"
"1738","Eroeffnungsbilanz"
"1739","Eroerterung"
"1740","Erotik"
"1741","Erotisierung"
"1742","Erpressung"
"1743","Erprobung"
"1744","Erregbarkeit"
"1745","Erregung"
"1746","Errettung"
"1747","Errichtung"
"1748","Erringung"
"1749","Erschaffung"
"1750","Erscheinung"
"1751","Erschiessung"
"1752","Erschliessung"
"1753","Erschoepfung"
"1754","Erschuetterung"
"1755","Erschwernis"
"1756","Erschwerung"
"1757","Ersetzbarkeit"
"1758","Ersetzung"
"1759","Ersparnis"
"1760","Ersparung"
"1761","Erstarrung"
"1762","Erstattung"
"1763","Erstauffuehrung"
"1764","Erstausgabe"
"1765","Erstbesteigung"
"1766","Erstellung"
"1767","Erstuermung"
"1768","Erteilung"
"1769","Ertragssteigerung"
"1770","Ertuechtigung"
"1771","Eruption"
"1772","Erwaegung"
"1773","Erwaehnung"
"1774","Erwaermung"
"1775","Erwartung"
"1776","Erweichung"
"1777","Erweiterung"
"1778","Erwerbslosigkeit"
"1779","Erwerbung"
"1780","Erwiderung"
"1781","Erzaehlung"
"1782","Erzeugung"
"1783","Erziehung"
"1784","Erziehungswissenschaft"
"1785","Erzielung"
"1786","Erzwingung"
"1787","Esche"
"1788","Eskorte"
"1789","Esoterik"
"1790","Espe"
"1791","Esse"
"1792","Essigsaeure"
"1793","Essware"
"1794","Estrade"
"1795","Etablierung"
"1796","Etage"
"1797","Etappe"
"1798","Eule"
"1799","Eurovision"
"1800","Evakuierung"
"1801","Eventualitaet"
"1802","Evidenz"
"1803","Ewigkeit"
"1804","Exaktheit"
"1805","Exaltation"
"1806","Exekution"
"1807","Exekutive"
"1808","Exhibition"
"1809","Existenzangst"
"1810","Existenzberechtigung"
"1811","Existenzgrundlage"
"1812","Existenzphilosophie"
"1813","Exklusion"
"1814","Exklusivitaet"
"1815","Exkommunikation"
"1816","Exkulpation"
"1817","Expansion"
"1818","Expedition"
"1819","Expertise"
"1820","Exploration"
"1821","Explosion"
"1822","Expressivitaet"
"1823","Extrapolation"
"1824","Extravaganz"
"1825","Extremitaet"
"1826","Exzellenz"
"1827","Exzentrik"
"1828","Fabel"
"1829","Fabrik"
"1830","Fabrikation"
"1831","Facette"
"1832","Fachhochschule"
"1833","Fachliteratur"
"1834","Fachsimpelei"
"1835","Fadheit"
"1836","Faehigkeit"
"1837","Faehre"
"1838","Faehrte"
"1839","Faelligkeit"
"1840","Faelschung"
"1841","Faerbung"
"1842","Faerse"
"1843","Faeule"
"1844","Fahndung"
"1845","Fahne"
"1846","Fahnenflucht"
"1847","Fahrbahn"
"1848","Fahrerflucht"
"1849","Fahrerin"
"1850","Fahrkarte"
"1851","Fahrlaessigkeit"
"1852","Fahrschule"
"1853","Fahrt"
"1854","Fahrtrichtung"
"1855","Falle"
"1856","Fallgeschwindigkeit"
"1857","Falltuer"
"1858","Falschheit"
"1859","Falte"
"1860","Familienangelegenheit"
"1861","Fantasie"
"1862","Farbe"
"1863","Farbenlehre"
"1864","Farbigkeit"
"1865","Farbphotographie"
"1866","Farce"
"1867","Faselei"
"1868","Fasnacht"
"1869","Fassung"
"1870","Fassungslosigkeit"
"1871","Fastenzeit"
"1872","Fastnacht"
"1873","Faszination"
"1874","Fatalitaet"
"1875","Faulenzerei"
"1876","Fauna"
"1877","Faust"
"1878","Faxe"
"1879","Feder"
"1880","Fee"
"1881","Fehde"
"1882","Fehlanzeige"
"1883","Fehldiagnose"
"1884","Fehlentscheidung"
"1885","Fehlzuendung"
"1886","Feier"
"1887","Feierlichkeit"
"1888","Feige"
"1889","Feigheit"
"1890","Feile"
"1891","Feindlichkeit"
"1892","Feindschaft"
"1893","Feinfuehligkeit"
"1894","Feinheit"
"1895","Feinkost"
"1896","Feldarbeit"
"1897","Felge"
"1898","Fellmuetze"
"1899","Felswand"
"1900","Fensterbank"
"1901","Fensterscheibe"
"1902","Ferienreise"
"1903","Ferienzeit"
"1904","Fernsprechzelle"
"1905","Fernsteuerung"
"1906","Ferse"
"1907","Fertigkeit"
"1908","Fertigstellung"
"1909","Fertigung"
"1910","Fertigungstechnik"
"1911","Fertigware"
"1912","Fessel"
"1913","Festigkeit"
"1914","Festigung"
"1915","Festlegung"
"1916","Festlichkeit"
"1917","Festnahme"
"1918","Festschrift"
"1919","Festsetzung"
"1920","Feststellung"
"1921","Festung"
"1922","Festvorstellung"
"1923","Festwiese"
"1924","Festwoche"
"1925","Fettkohle"
"1926","Feuchte"
"1927","Feuchtigkeit"
"1928","Feuerprobe"
"1929","Feuerung"
"1930","Feuerversicherung"
"1931","Feuerwehr"
"1932","Fibel"
"1933","Fichte"
"1934","Fidel"
"1935","Fieberphantasie"
"1936","Figuration"
"1937","Filmdiva"
"1938","Filmkamera"
"1939","Filterung"
"1940","Finanz"
"1941","Finanzierung"
"1942","Finanzkrise"
"1943","Findigkeit"
"1944","Findung"
"1945","Fingerfertigkeit"
"1946","Fingerkuppe"
"1947","Fingerspitze"
"1948","Fingeruebung"
"1949","Finne"
"1950","Finsternis"
"1951","Finte"
"1952","Firma"
"1953","Fischerei"
"1954","Fischkonserve"
"1955","Fistelstimme"
"1956","Fitze"
"1957","Fixierung"
"1958","Flaeche"
"1959","Flak"
"1960","Flamme"
"1961","Flanke"
"1962","Flasche"
"1963","Flaschenpost"
"1964","Flauheit"
"1965","Flause"
"1966","Flaute"
"1967","Flechte"
"1968","Fledermaus"
"1969","Fleischbruehe"
"1970","Fleischerei"
"1971","Fleischwunde"
"1972","Flexibilitaet"
"1973","Flickarbeit"
"1974","Fliege"
"1975","Fliegerei"
"1976","Fliese"
"1977","Flimmerkiste"
"1978","Flinte"
"1979","Flora"
"1980","Flosse"
"1981","Flotte"
"1982","Flucht"
"1983","Fluchtgeschwindigkeit"
"1984","Fluchtlinie"
"1985","Fluechtigkeit"
"1986","Fluessigkeit"
"1987","Flugabwehr"
"1988","Flugbahn"
"1989","Fluglinie"
"1990","Flugreise"
"1991","Flugstunde"
"1992","Flugzeugabwehr"
"1993","Fluktuation"
"1994","Flunkerei"
"1995","Flur"
"1996","Flurbereinigung"
"1997","Flussregulierung"
"1998","Flut"
"1999","Flutwelle"
"2000","Fock"
"2001","Foederation"
"2002","Foehre"
"2003","Foerderklasse"
"2004","Foerderleistung"
"2005","Foerderung"
"2006","Foermlichkeit"
"2007","Foersterei"
"2008","Folge"
"2009","Folgeerscheinung"
"2010","Folgerichtigkeit"
"2011","Folgerung"
"2012","Folgezeit"
"2013","Folter"
"2014","Folterkammer"
"2015","Folterung"
"2016","Forderung"
"2017","Forelle"
"2018","Form"
"2019","Formalitaet"
"2020","Formation"
"2021","Formel"
"2022","Formgebung"
"2023","Formgestaltung"
"2024","Formierung"
"2025","Formsache"
"2026","Formulierung"
"2027","Formung"
"2028","Forschung"
"2029","Forschungsarbeit"
"2030","Forschungsgruppe"
"2031","Forschungsmethode"
"2032","Forschungsstelle"
"2033","Forstverwaltung"
"2034","Fortbewegung"
"2035","Fortbildung"
"2036","Fortdauer"
"2037","Fortentwicklung"
"2038","Fortfuehrung"
"2039","Fortifikation"
"2040","Fortpflanzung"
"2041","Fortsetzung"
"2042","Fotografie"
"2043","Fracht"
"2044","Fraese"
"2045","Frage"
"2046","Fragerei"
"2047","Fragestellung"
"2048","Fraglichkeit"
"2049","Fragwuerdigkeit"
"2050","Frankiermaschine"
"2051","Franse"
"2052","Frau"
"2053","Frauenbewegung"
"2054","Fraulichkeit"
"2055","Frechheit"
"2056","Freigebigkeit"
"2057","Freiheit"
"2058","Freiheitsstatue"
"2059","Freikarte"
"2060","Freilassung"
"2061","Freilichtbuehne"
"2062","Freimachung"
"2063","Freimuetigkeit"
"2064","Freiwilligkeit"
"2065","Freizeit"
"2066","Freizuegigkeit"
"2067","Fremdartigkeit"
"2068","Fremdenlegion"
"2069","Fremdsprache"
"2070","Frequenz"
"2071","Freude"
"2072","Freudigkeit"
"2073","Freundin"
"2074","Freundschaft"
"2075","Freveltat"
"2076","Friedfertigkeit"
"2077","Friedlosigkeit"
"2078","Frische"
"2079","Frist"
"2080","Frisur"
"2081","Frivolitaet"
"2082","Froehlichkeit"
"2083","Froemmigkeit"
"2084","Frommheit"
"2085","Fron"
"2086","Fronarbeit"
"2087","Fruchtbarkeit"
"2088","Fruehe"
"2089","Fruehgeburt"
"2090","Frugalitaet"
"2091","Frustration"
"2092","Fuchtel"
"2093","Fuegung"
"2094","Fuehlung"
"2095","Fuehre"
"2096","Fuehrung"
"2097","Fuelle"
"2098","Fuellung"
"2099","Fuenf"
"2100","Fuerbitte"
"2101","Fuersorge"
"2102","Fuersprache"
"2103","Fuerstin"
"2104","Fuerstlichkeit"
"2105","Fuetterung"
"2106","Fuge"
"2107","Fuhre"
"2108","Funktionalitaet"
"2109","Funzel"
"2110","Furche"
"2111","Furcht"
"2112","Furchtbarkeit"
"2113","Furchtlosigkeit"
"2114","Fussballmannschaft"
"2115","Futurologie"
"2116","Gabe"
"2117","Gabel"
"2118","Gabelung"
"2119","Gaenseleber"
"2120","Gaenze"
"2121","Gaertnerei"
"2122","Gaerung"
"2123","Gage"
"2124","Gala"
"2125","Galanterie"
"2126","Galerie"
"2127","Galgenfrist"
"2128","Galle"
"2129","Gallenblase"
"2130","Gallone"
"2131","Galosche"
"2132","Gangart"
"2133","Gangschaltung"
"2134","Gans"
"2135","Ganzheit"
"2136","Ganztagsschule"
"2137","Ganzwortmethode"
"2138","Garage"
"2139","Garbe"
"2140","Garde"
"2141","Garderobe"
"2142","Gardine"
"2143","Gardinenpredigt"
"2144","Garnierung"
"2145","Garnitur"
"2146","Gartenarbeit"
"2147","Gartenlaube"
"2148","Gasmaske"
"2149","Gasse"
"2150","Gastlichkeit"
"2151","Gastrolle"
"2152","Gastronomie"
"2153","Gaststaette"
"2154","Gaststube"
"2155","Gattin"
"2156","Gattung"
"2157","Gaze"
