phon,Freq
Bsnam@=uSt&nt,17
BsnYxt@rUN,2
BsnY=UN,5
BsnU=UN,101
BspWtSUN,2
BsplYnd@rUN,3
BsprAgUN,12
BspUf,9
BspUfror,2
BsrXmUN,1
Bsred@,29
BsrWz@,22
BsrWz@g@nemIgUN,4
BsrWs@r,5
BsrENkUN,1
BsrIxt@r,4
BsrIxtUN,32
BsrOtUN,15
BsrYst@r,2
BsrYstUN,142
Bsruf,17
Bsruf@r,1
Bsruf@=Wx@n,3
BsrufUN,5
BsrUtS@r,3
Bszat,15
BszE=Ig@,7
Bszag@,320
Bszag@kr&ft,4
Bszag@vWz@,1
Bszag@vert,2
Bsz&=,2
BsS&xtUN,3
BsS&ltUN,34
BsS&Nk,3
BsSB,19
BsSWdUN,32
BsSWdUNsk&m+,12
BsSWdUNsSpil,10
BsSIfUN,1
BsSl&xtUN,1
BsSlak,31
BsSlislIxkWt,4
BsSlisUN,3
BsSlUs,78
BsSnIt,63
BsSL+UN,10
BsSrWbUN,59
BsSrWtUN,26
BsSUs,446
BsSvWfUN,4
Bsze@n,70
Bs@n,8
Bs@n&ntEn@,1
Bs@nBfnam@,2
Bs@nb@=Irk,8
Bs@ndinst,29
BszEndUN,4
Bs@nh&nd@l,138
Bs@nh&nd@lspolitik,1
Bs@nminIst@r,932
Bs@nminIsteriUm,175
Bs@npolitik,231
Bs@nzWt@,6
Bs@nzWt@r,52
Bs@nSte@nd@,19
Bs@nStEl@,19
Bs@nStYrm@r,12
Bs@ntEmp@r&tur,4
Bs@ntyr,1
Bs@nv&nt,13
Bs@nvElt,37
BszE=UN,16
BszIxt,348
BszIx=lozIxkWt,7
BszIx=pUNkt,1
BszIx=tUrm,4
BszidlUN,5
BszTnUN,16
BszOnd@rUN,1
BsSp&n,1
BsSp&nUN,2
BsSparUN,3
BsSpErUN,20
BsSpilUN,1
BsSprax@,312
BsSprUx,51
BsSt&firUN,1
BsSt&nt,39
BsSt&tUN,146
BsStEl@r,53
BsStElUN,399
BsStElUNsflEx@,8
BsStElUNsg@lEnd@,6
BsStElUNsSt&nt,5
BsStElUNsStYk,1
BsStElUNstak,2
BsStX@r,2
BsStX@rUN,1
BsStik,7
BsStos,24
BsStralUN,24
BsStralUNskr&ft,8
BstBS,135
BstBSmotOr,3
BstBSSyl@r,1
BstBSStudEnt,1
BstWlUN,1
Bst@r,5
Bstrak,6
BstragUN,11
Bstr&li@r,38
BstrWbUN,4
BstrIt,43
BstrI=ErklArUN,1
BsybUN,79
BsfErkBf,20
Bsval,202
Bsvalm&nS&ft,6
BsvalSpil@r,4
Bsv&nd@r@r,8
Bsv&nd@rUN,15
Bsv&SUN,1
BsvEkslUN,1
Bsvek,133
BsveklozIxkWt,9
BsvWx@,23
BsvWxmTklIxkWt,5
BsvWxStEl@,3
BsvWs,49
BsvWsp&pir,5
BsvWzUN,21
BsvWtUN,88
BsvertUN,105
BsvInt@rUN,7
BsvIrkUN,224
BsvUrf,5
Bs=AlUN,6
Bs=alUN,49
Bs=erUN,3
Bs=WxnUN,115
Bs=itIS,2
Bs=uk,74
BtEnti=itAt,4
Bto,688
Btoban,214
Btobiogr&fi,7
BtobUs,35
BtOxton@,1
Btogr&m,17
Btogr&mjAg@r,4
BtoIndUstri,14
Btok&rt@,1
Btokino,3
Btom&rk@,2
BtomatIk,45
Btom&=ion,62
Btom&tizirUN,82
Btom&tIsmUs,6
BtomobilbB,4
BtomobilIndUstri,38
BtomobilIst,1
BtomobilklUp,2
Btonomi,19
Btor,361
Btor@nkOlEktif,5
BtorEn@n,5
BtorIn,17
BtoritAt,192
BtorS&ft,3
BtoSlOs@r,3
Btoskut@r,1
BtozUgEstion,1
BtofErker,7
BtovErkSt&t,1
&vqg&rdIst,4
ave,3
&ksiom,2
&kst,22
&=&le@,1
&=tek@nrWx,1
&=ur,7
be,461
bebi,79
b&x,70
b&x@,1
b&k,2
bEk,2
b&k,2
bEk,2
b&kfIS,6
b&kopst,2
b&kof@n,5
b&kpUlf@r,3
b&kStWn,5
b&kvar@,5
bat,926
bad@&nSt&lt,10
bad@&n=uk,14
bad@hoz@,9
bad@m&nt@l,16
bad@mWst@r,15
bad@Ort,24
bad@r,4
bad@zEz~,7
bad@v&n@,41
bad@=Wt,1
bad@=Im@r,53
bEkx@n,3
bAd@k@r,10
b&ntx@n,9
bENkx@n,1
bAr,47
bAr@ndinst,1
bAr@nfEl,1
bAr@nklB,1
bX@rIn,95
bXmx@n,6
b&g@r,23
ban,406
banbrEx@r,3
banhof,227
banhofsh&l@,4
banlini@,10
banStWk,27
banvErt@r,1
bar@,16
b&jonEt,6
b&kteri@,9
b&kteriUm,10
b&lqs@,9
b&lqs@,9
b&lk,1
b&lk,2
b&lk,1
b&lk,2
b&lk@n,31
b&lkON,90
b&l,365
b&lad@,26
b&l&st,21
b&l@rina,4
b&l@rin@,1
b&lEt,51
b&lIstIk,1
b&ljUN@,2
b&ln&xt,2
b&lON,24
b&lONmY=@,1
b&lSpil,9
b&lUN,5
b&lUNsg@bit,7
b&lt@nl&nt,1
b&nan@,34
b&nt,90
bEnt,54
b&nt,161
b&nt,90
bEnt,54
b&nt,161
b&nt,90
bEnt,54
b&nt,161
b&ndaZIst,1
b&ntbrWt@,6
b&nd@,34
b&ntvUrm,3
b&Nk,541
b&Nk,829
b&Nkbux,2
b&Nk@r,2
b&NkEt,19
b&Nkg@hWmnIs,5
b&Nkguthab@n,20
b&NkkOnto,10
b&Nknot@,39
b&NkrOtErklArUN,1
b&NkrOtTr,1
b&Nkvez@n,4
b&n,40
b&n@r,18
b&n@r,18
b&nflux,2
b&nkrWs,5
b&ptIst,61
bar,67
bar,68
bar,67
bar,68
b&rbar,14
b&rbir,17
b&rbiturat,1
bardam@,4
b&rd@,2
b&rd@,2
bargElt,30
bark&s@,8
b&rk@,2
barm&n,2
b&rmhEr=IxkWt,19
b&rOk,30
b&ron,51
b&r@,8
b&r@n,6
b&rikad@,16
barS,1
barS&ft,2
bart,71
bartvuks,5
bar=alUN,34
b&z&lt,10
b&zar,11
b&s0,7
b&sIst,3
b&st,1
b&stW,3
b&stl@r,7
b&t&ljon,35
batIk,1
b&=@n,2
bB,324
bB,451
bB&rbWt@r,100
bBart,11
bBBfzIxt,1
bBx,90
bBxbInd@,1
bBxfEl,1
bBxhTl@,3
bBxl&ndUN,3
bBxnab@l,4
bBxSmEr=,2
bBxSpWx@ldryz@,2
bBdENkmal,6
bBelemEnt,18
bBEntvUrf,1
bB@r,307
bB@r,307
bB@rnbUrS@,2
bB@rnhBs,31
bB@rnhof,46
bB@rnkrik,7
bB@rnleg@n,2
bB@rnS&ft,23
bB@rnSt&nt,1
bB@rsfrB,5
bBfIrma,12
bBfyr@r,11
bBg@nemIgUN,18
bBg@nOs@nS&ft,1
bBg@vErb@,18
bBgrub@,8
bBhEr,32
bBhOl=,5
bBhYt@,2
bBk&st@n,6
bBklO=,7
bBkOst@n=uSUs,27
bBkUnst,18
bBlIxkWt,13
bBm,381
bBm&Sin@,23
bBm&terial,21
bBmblyt@,4
bBmWst@r,27
bBmf&rn,1
bBmSt&m,16
bBmvI+@l,8
bBmvOl@,104
bBmvOlg&rn,1
bBmvOlSpIn@rW,13
bBOrdnUN,1
bBplan,17
bBpl&=,50
bBprogr&m,11
bBrat,10
bBS,5
bBSpark&s@,48
bBSparfErtrak,19
bBStWn,32
bBStEl@,113
bBStil,7
bBStOf,24
bBUnt@rnem@r,25
bBforhab@n,54
bBvWz@,45
bBvErk,48
bBvez@n,96
b&=Il@,9
b&=IlUs,3
b@&xtUN,99
b@&mt@,447
b@&mt@nb@lWdIgUN,1
b@&mt@nS&ft,5
b@&mt@ntum,3
b@&mtIn,10
b@&nSprUxUN,16
b@&nSt&ndUN,12
b@&ntragUN,1
b@&ntvOrtUN,38
b@&rbWtUN,81
bit,17
b@BfzIxtIgUN,3
b@Bftrakt@,55
b@BftragUN,4
b@bBUN,20
beb@n,9
bEx@r,29
b@d&xt,9
b@d&xUN,4
b@d&rf,239
b@d&rfs&rtik@l,5
b@dB@rn,52
b@dENk@n,228
b@dENklIxkWt,5
b@dENk=Wt,13
b@dXtzamkWt,2
b@dXtUN,1084
b@dXtUNslozIxkWt,5
b@dXtUNsv&nd@l,2
b@din@r,1
b@dinst@t@,21
b@dinUN,42
b@dinUNsgElt,1
b@dINthWt,18
b@dINUN,783
b@drENnIs,20
b@drENUN,1
b@droUN,131
b@dYrfnIs,249
b@dYrfnIs&nSt&lt,1
b@dYrftIxkWt,4
b@WnflUsUN,30
b@WntrExtIgUN,25
b@EndIgUN,152
b@ENUN,1
b@erdIgUN,42
b@erdIgUNsInstitut,3
ber@,6
bet,12
b@fAIgUN,23
b@fAIgUNsnaxvWs,3
b@f&l,2
b@f&N@nhWt,21
b@fel,200
b@felsBsgab@,1
b@felsEm+EN@r,6
b@felsg@v&lt,13
b@felshab@r,25
b@fEstIgUN,32
b@fEstIgUNs&nlag@,3
b@fX@rUN,1
b@fInd@n,18
b@fLrd@rUN,40
b@fLrd@rUNsmIt@l,4
b@fLrd@rUNst&rif,1
b@fOlgUN,6
b@fr&xt@r,5
b@fr&xtUN,1
b@fragUN,50
b@frW@r,14
b@frWUN,250
b@frWUNsb@vegUN,31
b@frWUNsk&m+,25
b@frEmd@n,11
b@fridIgUN,103
b@frIstUN,1
b@frUxtUN,22
b@fYrxtUN,85
b@fyrvOrt@r,32
b@fyrvOrtUN,3
b@fuknIs,55
b@fUnt,51
b@g&pt@nfLrd@rUN,3
b@gabUN,109
b@geb@nhWt,24
b@gegnUN,442
b@gWst@rUN,112
b@gWst@rUNsStUrm,2
b@gir,1
b@gird@,6
b@gIn,711
b@gIn@n,4
b@glBbIgUN,2
b@glBbIgUNsSrWb@n,19
b@glWxUN,6
b@glWt@r,61
b@glWt@rIn,8
b@glWtErSWnUN,9
b@glWtUN,76
b@gnadIgUN,9
b@goni@,1
b@gradIgUN,3
b@grApnIs,42
b@grEn=UN,81
b@grIf,782
b@grYnd@r,32
b@grYndUN,256
b@grysUN,46
b@gut&xtUN,11
b@hElt@r,39
b@hag@n,16
b@haklIxkWt,7
b@h&ndlUN,238
b@h&rUN,2
b@h&rUNsfErmTg@n,1
b@hBptUN,232
b@hBzUN,14
b@hebUN,19
b@hElf,1
b@hEndIxkWt,3
b@hErS@r,4
b@hErSUN,62
b@hEr=IgUN,1
b@hInd@rUN,54
b@hTrd@,416
b@hutzamkWt,10
bWbot,4
bWxt@,19
bWxtg@hWmnIs,2
bWxtStul,11
bWfar@r,25
bWf&l,392
bWf&lskUntgebUN,1
bWf&lsStUrm,5
bWfygUN,27
bWgab@,35
bWg@Sm&k,4
bWhIlf@,48
bWkl&N,1
bWl,16
bWlXfIxkWt,1
bWlag@,18
bWlWt,25
bWn,436
bWnam@,5
bWnbrUx,11
bWOrdnUN,2
bWprogr&m,3
bWrat,46
bWSlaf,1
bWSlak,3
bWzWn,21
bWzE=UN,56
bWSpil,2149
bWSt&nt,40
bWtrak,616
bWtrWbUN,1
bWtrIt,48
bWvag@n,7
b@jaUN,18
b@kEm+UN,80
b@k&nt@,138
b@k&nt@nkrWs,9
b@k&ntgab@,37
b@k&ntm&xUN,70
b@ker@r,2
b@kerUN,7
b@kEntnIs,99
b@klWdUN,36
b@klWdUNsIndUstri,31
b@klEmUN,4
b@klOm@nhWt,3
b@krEftIgUN,13
b@kYm@rUN,1
b@kUndUN,20
b@lEstIgUN,8
b@lak,6
b@lag@rUN,12
b@lag@rUNs=uSt&nt,4
b@l&N,65
b@l&NlozIxkWt,2
b@l&stUN,180
b@l&stUNsgrEn=@,3
b@l&stUNsprob@,4
b@lebUN,46
b@lek,15
b@lekS&ft,200
b@legUN,8
b@lerUN,21
b@lWdIgUN,43
b@lXxtUN,35
b@lIxtUN,7
b@lIxtUNsmEs@r,4
b@lib@n,35
b@lipthWt,22
b@lif@rUN,19
b@lobIgUN,2
b@lonUN,34
b@lYftUN,1
b@malUN,3
b@mErk@n,4
b@mErkUN,210
b@mEsUN,6
b@myUN,385
b@naxrIxtIgUN,6
b@naxtWlIgUN,20
b@nem@n,33
b@nEnUN,25
bEN@l,25
b@nOm@nhWt,4
b@notUN,3
b@nY=@r,3
b@nY=UN,7
b@nU=@r,12
b@nU=UN,42
bEn=ink&nIst@r,3
bEn=inprWs,9
bEn=int&Nk,4
b@ob&xtUN,184
b@+l&n=UN,4
b@kvemlIxkWt,40
b@rat@r,115
b@ratUN,674
b@ratUNsStEl@,15
b@rBbUN,4
b@rExnUN,99
b@rExtIgUN,53
b@retzamkWt,10
b@rWx,1003
b@rWx@rUN,22
b@rWfUN,11
b@rWnIgUN,12
b@rWt@r,2
b@rWtS&ft,250
b@rWtStElUN,37
b@rWtUN,2
bErk,404
bErk&mt,1
bErk&rbWt@r,118
bErkban,9
bErkbB,184
bErkfyr@r,7
bErkkEt@,8
bErkkrIst&l,1
bErkm&n,110
bErkm&sif,1
bErkpredIxt,3
bErkze,1
bErgUN,26
bErkv&xt,2
bErkvErk,31
b@rIxt,1145
b@rIxtErSt&t@r,103
b@rIxtErSt&tUN,45
b@rIxtIgUN,18
b@riz@lUN,3
b@riz@lUNs&nlag@,1
b@rYkzIxtIgUN,96
b@rymthWt,5
b@ryrUN,63
b@ruf,519
b@rufsBsbIldUN,66
b@rufsb@rat@r,1
b@rufsbIldUN,33
b@rufsErfarUN,16
b@rufstAtIg@,26
b@rufUN,118
b@rufUNsInst&n=,1
berYliUm,3
b@zamUN,1
b@z&=UN,112
b@SAdIgUN,14
b@SEftIgUN,94
b@S&f@nhWt,30
b@S&fUN,43
b@S&tUN,1
b@SB@r,13
b@SWt,133
b@SWd@nhWt,41
b@SWnIgUN,30
b@SIld@rUN,1
b@Slak,15
b@Slaknam@,48
b@SlXnIgUN,55
b@SlUs,885
b@SlUsf&sUN,65
b@SnWdUN,7
b@SrENkthWt,8
b@SrENkUN,107
b@SrWbUN,101
b@SUldIgUN,43
b@SulUN,1
b@SUs,9
b@Sverd@,108
b@SvernIs,5
b@SvTr@r,1
b@SvTrUN,13
b@zWtIgUN,164
bez@n,10
bez@nk&m@r,1
bez@nStil,1
b@zE=UN,131
b@zIxtIgUN,102
b@zidlUN,10
b@zInUN,72
b@zI=,364
b@zI=@r,143
b@zI=lozIxkWt,1
b@zOldUN,29
b@zOnd@rhWt,64
b@zOn@nhWt,8
b@zOrknIs,73
b@zOrkthWt,2
b@zOrgUN,9
b@SprExUN,321
bEs@rUN,73
bEs@rvIs@r,6
b@StEndIxkWt,10
b@StAtIgUN,119
b@St&lUN,1
b@St&nt,164
b@St&n=Bfnam@,19
b@St&nttWl,142
b@St&tUN,21
b@StExUN,12
b@StExUNsgElt,2
b@StEk,2
b@StWgUN,9
b@StElUN,72
b@StX@rUN,29
bEsti&litAt,1
bEsti@,15
b@StImUN,307
b@StImUNshaf@n,1
b@StrafUN,45
b@StralUN,15
b@StrebUN,76
b@zux,1003
b@zux@r,383
bet&,1
b@tAtIgUN,56
b@tAtIgUNsfElt,15
b@tWlIgUN,471
b@tX@rUN,14
b@tOn,78
b@tonUN,41
b@tr&xt,97
b@tr&xtUN,169
b@tr&xtUNsvWz@,19
b@trak,301
b@trag@n,19
b@trWb@n,3
b@trXUN,109
b@trip,2032
b@tripzamkWt,6
b@truk,54
bEt,709
bEtl@r,8
bEttux,7
bEtvES@,11
bXl@,7
b@UrtWlUN,120
bXt@,113
bXt@l,16
b@fLlk@rUN,1230
b@fLlk@rUNsdIxt@,5
b@formUndUN,12
b@for=ugUN,13
b@vArUN,96
b@vEltIgUN,45
b@var@r,1
b@vekgrUnt,21
b@vegUN,790
b@vegUNs&plBf,4
b@vegUNsfrWhWt,14
b@vWs,369
b@vWsBfnam@,9
b@vWsfyrUN,9
b@vErb@r,207
b@vErbUN,350
b@vertUN,63
b@vIlIgUN,32
b@vIrtUN,3
b@von@r,151
b@vuks,3
b@vUnd@r@r,13
b@vUnd@rUN,50
b@vUsthWt,12
b@vUstlozIxkWt,11
b@vUstzWn,457
b@vUstzWnsbIldUN,3
b@=alUN,82
b@=Bb@rUN,5
b@=WxnUN,128
b@=IxtIgUN,1
b@=iUN,1245
b@=og@n@,1
b@=og@nhWt,3
b@=uk,186
b@=uknam@,13
bib@l,64
bib@r,4
bib@r,4
bibliotekar,11
bid@rkWt,1
bid@rzIn,1
big@,4
bigUN,4
bin,30
binx@n,1
bin@,42
bin@nStOk,1
binlWn,1
bir,273
birf&s,2
bist,8
bit@r,4
bikini,22
bIlt,1769
bIld@rram@n,4
bIlthB@r,71
bIltnIs,32
bIltSIrm,44
bIldUN,482
bIldUNs&rbWt,10
bIldUNsWnrIxtUN,8
bIldUNsfOrSUN,4
bIldUNsideal,1
bIldUNsplan,6
bIldUNsplanUN,1
bIldUNspolitik,49
bIldUNspolitik@r,2
bIldUNsprogr&m,1
bIldUNspro=Es,1
bIldUNszYstem,7
bIldUNsvek,9
bIldUNsvez@n,47
bIldUNs=il,2
bInd@,8
bInd@glit,13
bInd@mIt@l,5
bInd@r,17
bIntfad@n,20
bIndUN,132
bIN@,31
bIn@nh&nd@l,7
bIn@nmer,2
bIn@nze,4
bInz@,3
bInz@nvarhWt,4
bioxemi,11
biograf,18
biogr&fi,34
biolog@,37
biologi,132
biosfAr@,2
bIrk@,16
bIrnbBm,2
bIrn@,23
biz&mr&t@,2
bizOn,2
bIs,16
bIs@n,3
bIt@,129
bIt@rkWt,20
bIt@rnIs,2
bItStEl@r,10
blAsx@n,10
blAz@r,3
blEs@,9
blEt@rtWk,1
blX@,1
bl&NkoSEk,3
blaz@,23
blasInstrumEnt,1
bl&t,434
bl&tgryn,2
bl&tvErk,3
blB,40
blBbart,10
blBber@,8
blBfUks,2
blBlIxt,9
blEx,160
blExbYks@,3
blExdoz@,3
blExmuzik,2
blW,92
blW,92
blWb@,8
blWx@,15
blWxzUxt,1
blWStIft,32
blEnd@,4
blEshun,1
blEsur,2
blT,1
blIk,1049
blIkf&N,4
blIkfElt,23
blIkpUNkt,48
blIkrIxtUN,4
blIntd&rm,5
blIntd&rmEnt=YndUN,3
blInd@nSrIft,1
blIntgEN@r,11
blInthWt,17
blINkfX@r,1
blI=,68
blI=krik,1
blI=lIxt,6
blI=lIxtBfnam@,2
blI=Slak,11
blOx,12
blOk,49
blOkflTt@,3
blTd@lW,3
blTthWt,1
blTtzIn,17
blTs@,14
blOnthar,1
blOndin@,18
blymx@n,2
blymlWn,1
blyt@,99
blyt@nSt&nt,5
blyt@nStBp,5
blyt@=Wt,12
blum@,190
blum@nbet,7
blum@nkol,27
blum@nStrBs,13
bluz@,38
blut,259
blutad@r,1
blutban,4
blutbIlt,1
blutdrUk,34
bluteg@l,1
blutErgUs,7
blutf&rpStOf,2
blutg@fAs,9
blutg@rInz@l,2
blutgrUp@,2
bluthUnt,6
blutkLrp@rx@n,3
blutkOnzErv@,2
blutkrWslBf,5
blutpl&sma,3
blutprob@,27
blutS&nd@,7
blutzENkUN,1
blutSpEnd@r,5
blutStUr=,1
blu=fErv&nt@,2
bluttat,7
blutUN,7
blutfErlUst,5
blutvUrst,15
bOp,51
bOS,1
bOk,19
bOk,19
bOkSprIN@n,2
bOkvUrst,9
bod@n,909
bod@nb@&rbWtUN,4
bod@nfrOst,8
bod@nneb@l,1
bod@npErzonal,6
bod@nrefOrm,23
bod@nSpekul&=ion,3
bLkx@n,3
bT@,7
bLl@r,1
bLrz@,418
bLrz@nkr&x,1
bLrz@nkUrs,18
bLrz@nmakl@r,2
bLrz@nSpekul&=ion,1
bLrzian@r,7
bTsartIxkWt,7
bLSUN,20
bTz@vIxt,5
bLtx@r,4
bog@n,90
bog@nl&mp@,4
bog@nSis@n,2
bog@nSY=@,1
bol@,15
bon@,33
bon@nk&fe,11
bon@nSt&N@,1
bon@r,4
bon@rv&ks,2
bor@r,11
borUN,20
boj@,2
bOlvErk,24
bOl=@n,1
bOmb&rd@mq,24
bOmb&rdirUN,19
bOmb@,178
bOmb@n&ngrIf,38
bOmb@nfluk=Xk,7
bOmb@ng@SEft,2
bOmb@nStImUN,4
bOmb@r,44
bONbON,31
bOn=@,3
bot,155
bo=bB,1
bor,3
bOrt,110
bOrt,110
bOrdEl,2
bOrt=WtUN,1
bOrk,1
bOrk@,6
bOrst@,6
bOrt@,2
bOs,23
bOsirWz@n,1
bOt,12
botanik@r,2
bot@,12
botIn,1
botS&ft,322
bUrZo&,5
bUrZo&zi,42
bol@,8
bOks,57
bOks@r,49
bOksk&m+,6
bOksrIN,5
bX,42
brax@,1
brX,6
brXn@,3
brXtIg&m,30
bram,1
br&m@,1
br&nt,166
br&ntblaz@,2
br&nthert,4
br&ndUN,25
br&ntvUnd@,3
br&ntvWn,7
br&ntvWnStX@r,4
brat&+@l,3
brat@n,15
brat@ndUft,1
bratherIN,2
brathun,2
brat+&n@,3
bratS@,5
bratSpis,1
bratvUrst,8
brBx,62
brBxtum,3
brB@,26
brB@rW,60
brBn,37
brBn@,8
brBn@,12
brBn@,8
brBn@,12
brBnkol@,24
brBs,4
brBz@,11
brBz@bat,2
brBz@pUlf@r,30
brBt,121
brBtklWt,2
brBtpar,14
br&vurStYk,1
brEx@,4
brExWz@n,4
brEx@r,5
brExmIt@l,2
brExUN,8
brW,16
brWt@,167
brWt@ngrat,13
brWtlIN,1
brWtzWt@,5
brem@,290
brEmz@,68
brEmsklO=,3
brEmspedal,3
brEmsSpur,4
brEn@r,53
brEn@rW,12
brEnhOl=,10
brEnnEs@l,1
brEnStOf,66
brEt,67
brEt@r=Bn,7
brEtSpil,2
brifbog@n,2
brifk&rt@,1
brifk&st@n,18
brifm&rk@,41
brifLfn@r,1
brifp&pir,4
brift&S@,56
briftBb@,4
briftrAg@r,20
brifUmSlak,26
brifvEks@l,38
brig&die,39
brIlj&nt,17
brIlj&ntin@,1
brIlj&n=,10
brIl@,106
brIl@nglas,11
briz&n=,2
briz@,6
brTtx@n,53
brOmber@,2
brOnxi@,1
br~s@,34
brOS@,10
brot,174
brUx,66
brUx,66
brUxl&ndUN,1
brUxStEl@,5
brUxtWl,42
brud@r,528
brud@rS&ft,11
brYxIxkWt,1
bryd@rx@n,10
bry@,9
bryt@r,7
brUnft,1
brUn,28
brUn@n,29
brUnst,1
brUnst=Wt,1
brUst,255
brUstSvIm@n,5
brut,8
brutalitAt,59
bup,30
bub@,21
bubikO+,2
bux,1091
buxbInd@r,2
bux@,22
bux@nhOl=,1
buxfINk,1
buxh&lt@r,37
buxh&nd@l,17
bYks,4
buxStab@,121
bUxt,70
buxUmSlak,1
buxUN,15
buxvW=@n,2
bud@,24
byx@rW,20
byxlWn,21
bYks@,17
bYks@nLfn@r,1
bYklIN,3
bYfEt,30
byg@l,22
byg@lbrEt,2
byg@lWz@n,8
byn@,337
bYnd@l,60
bYntnIs,224
bYrd@,19
bYrg@,5
bYrg@r,699
bYrg@rStWk,40
bYrkS&ft,51
byrokr&ti,38
bYrst@,12
bYS@l,9
bys@r,4
bYst@nh&lt@r,13
bYt,1
bYt@,1
bYtn@r,2
buk,16
bul@,2
bul@r,1
bUlBg@,5
bUl@,26
bUl@,26
bYlt0,23
bUm@l,55
bUm@l,77
bUm@l,55
bUm@l,77
bUm@lW,1
bUml@r,3
bUnt,302
bUnt,296
bUnt,302
bUnt,296
bUnd@s&mt,64
bUnd@s&nSt&lt,54
bUnd@sg@bit,200
bUnd@sprEzidEnt,331
bUNg&lo,54
bUntSpExt,1
bUrk,99
bUrS@,217
bUs,64
bUS,80
buz@n,28
buz@nfrXnt,1
bUsh&lt@StEl@,2
bUs&rt,11
b&tl@r,4
bUt@r,113
bUt@rblum@,1
bUt@rbrot,14
bUt@rbrotp&pir,1
bUt@rmIlx,6
kEmp,10
k&mpUs,1
JElIst,2
JElo,6
k&mAleOn,2
kaOs,62
k&r&kterIstIk,13
SOfTr,21
SEf,333
xemi,298
xirUrgi,25
klor,20
klorofOrm,5
kolerik@r,1
kor,119
koral,11
krIstbBm,3
krIst@nhWt,31
krIst@nmEnS,3
krIst@ntum,78
krIst@nfErfOlgUN,2
krIstfEst,1
krIsti&nizirUN,23
krIstIn,4
krIstlIxkWt,1
krom,11
kronIst,55
kryz&ntem@,2
kot,46
de,271
d&x,205
d&xbod@n,34
d&xrIn@,6
d&ks,3
dEm@rUN,33
dEmUN,1
dEm+@r,6
dXmlIN,5
dam@,813
d&m,91
d&m+,33
d&m+@r,39
d&Nk,402
d&NkzagUN,4
darbitUN,53
darle@n,102
d&rm,18
darStElUN,288
darStElUNsfOrm,1
dasWn,393
dat@nb&Nk,1
dat@nWngab@,1
dat@nfEr&rbWtUN,49
dat@nfEr&rbWtUNszYstem,3
d&tirUN,8
d&t@lp&lm@,1
datUm,205
dB@r,320
dB@rBftrak,1
dBm@n,70
dBn@,1
debitOr,14
dEk,42
dedUk=ion,1
defEkt,30
defEnziv@,12
defini=ion,86
defl&=ion,3
defOrm&=ion,2
deg@n,8
degener&=ion,1
deg@nfExt@n,1
denUN,1
dWx,15
dWks@l,1
deIst,1
dekad@,15
dekanat,3
dekl&m&=ion,4
dekl&r&=ion,37
dekor&tTr,11
dekor&=ion,22
deleg&=ion,669
delegirUN,1
delINkvEnt,2
dEl@,4
dElta,11
dem&rk&=ion,2
dem&skirUN,1
demilitarizirUN,1
demokr&ti,583
demOnstr&nt,81
demOnstr&=ion,179
demut,20
dENk&nStos,2
dENkart,3
dENk@r,42
dENkfel@r,3
dENkfOrm,16
dENkmal,77
dENkfErmTg@n,2
dENkvWz@,46
dENk=Et@l,4
denUn=i&nt,3
denUn=i&=ion,2
depES@,23
depOrt&=ion,11
dErphWt,3
derivat,5
dEs,1
dezErtTr,7
dezEr=ion,2
dEsIluzion,1
dEsInfEk=ion,3
dEsInfEk=ionsmIt@l,14
dEsInt@rEs@,5
dEsOrg&niz&=ion,1
dEstIl&tTr,1
dEstIl&=ion,7
destrUk=ion,4
detErmin&nt@,3
detErmin&=ion,3
detErminIsmUs,15
deton&=ion,14
dXt@r,1
dXtlIxkWt,32
dXJUnt@rrIxt,51
dXtUN,92
dXtUNsfErzux,2
devi&=ion,1
de=EntralizirUN,5
de=imalbrUx,2
dia,14
di&betik@r,8
diAt,34
di&gnOstIk,13
di&koni,10
di&pozitif,4
dIxt@,42
dIxt@r,438
dIxthWt,2
dIxtkUnst,3
dIxtUN,224
dIxtUNsart,2
dIkkO+,7
dIkSAd@l,6
did&ktik@r,1
dip,95
dipStal,77
dil@,92
din@r,60
din@rS&ft,1
dinst,617
dinstak,1186
dinstakab@nt,61
dinstb@SprExUN,1
dinstlWstUN,38
dinstlWstUNsUnt@rnem@n,7
dinstmAtx@n,19
dinstrWz@,13
dinstStEl@,84
dinstUnfAIxkWt,1
dinstforSrIft,9
dinstvek,5
dinstvonUN,6
dinst=Wt,16
diz@l,5
diz@llokomotiv@,1
diz@lmotOr,14
diz@lTl,7
diszWtIxkWt,1
diszW=,2
dIf&mirUN,9
dIf@rEn=,92
dIf@rEn=irUN,42
dIfuzion,1
dIktatOr,22
dIktUm,4
dilEt&ntIsmUs,2
dIl,1
dimEnzionirUN,1
dIN,1430
dIplomat,137
dirEk=ion,51
dirEktOr,414
dirEktorat,7
dirEktoriUm,11
dirigEnt,77
dIrn@,10
dIsh&rmoni,17
dIskOntinuitAt,4
dIskrep&n=,13
dIskriminirUN,48
dIskUsion,1012
dIskUsionsredn@r,26
dIskUsvErf@n,23
dIsponEnt,4
dIspozi=ion,30
dIspropOr=ion,3
dIsput,26
dIskv&lifik&=ion,5
dIsErt&=ion,12
dIson&n=,10
dIst&n=irUN,13
dIst@l,25
dIstribu=ion,8
divErzifik&=ion,2
dividEnd@,382
dOxt,3
dOk,9
dLrfx@n,8
dTsx@n,2
dOg@,3
